c1-interleaved-1,c1-interleaved-2,c1-interleaved-3,c1-interleaved-4,c1-interleaved-5,c1-interleaved-6,c1-interleaved2-1,c1-interleaved2-2,c1-interleaved2-3,c1-interleaved2-4,c1-interleaved2-5,c1-interleaved2-6,c1-sequential-1,c1-sequential-2,c1-sequential-3,c1-sequential-4,c1-sequential-5,c1-sequential-6,c1-sequential-ewc-1,c1-sequential-ewc-2,c1-sequential-ewc-3,c1-sequential-ewc-4,c1-sequential-ewc-5,c1-sequential-ewc-6,c2-interleaved-1,c2-interleaved-2,c2-interleaved-3,c2-interleaved-4,c2-interleaved-5,c2-interleaved-6,c2-interleaved2-1,c2-interleaved2-2,c2-interleaved2-3,c2-interleaved2-4,c2-interleaved2-5,c2-interleaved2-6,c2-sequential-1,c2-sequential-2,c2-sequential-3,c2-sequential-4,c2-sequential-5,c2-sequential-6,c2-sequential-ewc-1,c2-sequential-ewc-2,c2-sequential-ewc-3,c2-sequential-ewc-4,c2-sequential-ewc-5,c2-sequential-ewc-6,c3-interleaved-1,c3-interleaved-2,c3-interleaved-3,c3-interleaved-4,c3-interleaved-5,c3-interleaved-6,c3-interleaved2-1,c3-interleaved2-2,c3-interleaved2-3,c3-interleaved2-4,c3-interleaved2-5,c3-interleaved2-6,c3-sequential-1,c3-sequential-2,c3-sequential-3,c3-sequential-4,c3-sequential-5,c3-sequential-6,c3-sequential-ewc-1,c3-sequential-ewc-2,c3-sequential-ewc-3,c3-sequential-ewc-4,c3-sequential-ewc-5,c3-sequential-ewc-6
6.496150493621826,2.885312080383301,2.2086687088012695,2.0136525630950928,1.9166820049285889,1.8737612962722778,1.8885717391967773,1.7870224714279175,1.7125824689865112,1.657762050628662,1.6155545711517334,1.591302752494812,4.903895378112793,4.941471099853516,5.069329738616943,5.009010314941406,5.057517051696777,5.051389694213867,3.5413999557495117,3.6071889400482178,3.4596118927001953,3.4470958709716797,3.3520350456237793,3.317384958267212,6.545126914978027,6.440030097961426,2.9138364791870117,2.389038324356079,2.220822334289551,2.15897274017334,2.1243703365325928,1.9664007425308228,1.8671025037765503,1.798425316810608,1.746777892112732,1.7175266742706299,4.991295337677002,5.058764457702637,5.063774108886719,5.0899739265441895,5.179306983947754,5.133914947509766,3.8669161796569824,4.223825931549072,4.108182430267334,4.181178092956543,4.016183376312256,4.0099053382873535,6.47664213180542,6.389883995056152,6.348618507385254,2.9333324432373047,2.371758460998535,2.2553672790527344,2.06434965133667,1.8718510866165161,1.7573940753936768,1.6806814670562744,1.6263697147369385,1.595706582069397,5.159440040588379,5.326568603515625,5.37008810043335,5.403179168701172,5.358047008514404,5.3728413581848145,4.0023393630981445,4.0667805671691895,3.948697328567505,3.9363324642181396,3.873143196105957,3.8043694496154785
