c1-interleaved-1,c1-interleaved-2,c1-interleaved-3,c1-interleaved-4,c1-interleaved-5,c1-interleaved-6,c1-interleaved2-1,c1-interleaved2-2,c1-interleaved2-3,c1-interleaved2-4,c1-interleaved2-5,c1-interleaved2-6,c1-sequential-1,c1-sequential-2,c1-sequential-3,c1-sequential-4,c1-sequential-5,c1-sequential-6,c1-sequential-ewc-1,c1-sequential-ewc-2,c1-sequential-ewc-3,c1-sequential-ewc-4,c1-sequential-ewc-5,c1-sequential-ewc-6,c2-interleaved-1,c2-interleaved-2,c2-interleaved-3,c2-interleaved-4,c2-interleaved-5,c2-interleaved-6,c2-interleaved2-1,c2-interleaved2-2,c2-interleaved2-3,c2-interleaved2-4,c2-interleaved2-5,c2-interleaved2-6,c2-sequential-1,c2-sequential-2,c2-sequential-3,c2-sequential-4,c2-sequential-5,c2-sequential-6,c2-sequential-ewc-1,c2-sequential-ewc-2,c2-sequential-ewc-3,c2-sequential-ewc-4,c2-sequential-ewc-5,c2-sequential-ewc-6,c3-interleaved-1,c3-interleaved-2,c3-interleaved-3,c3-interleaved-4,c3-interleaved-5,c3-interleaved-6,c3-interleaved2-1,c3-interleaved2-2,c3-interleaved2-3,c3-interleaved2-4,c3-interleaved2-5,c3-interleaved2-6,c3-sequential-1,c3-sequential-2,c3-sequential-3,c3-sequential-4,c3-sequential-5,c3-sequential-6,c3-sequential-ewc-1,c3-sequential-ewc-2,c3-sequential-ewc-3,c3-sequential-ewc-4,c3-sequential-ewc-5,c3-sequential-ewc-6
3.440397024154663,3.2914254665374756,3.220634937286377,3.1749472618103027,3.1415047645568848,3.1222341060638428,3.1802847385406494,3.144432544708252,3.117457628250122,3.093998908996582,3.0743227005004883,3.062908411026001,5.875485897064209,6.126685619354248,6.2295684814453125,6.344050884246826,6.457362174987793,6.516308307647705,4.545758247375488,4.33840799331665,4.362083911895752,4.264712333679199,4.166767597198486,4.1132121086120605,3.5109119415283203,3.3334999084472656,3.2539079189300537,3.203627347946167,3.166590690612793,3.143571376800537,3.206427574157715,3.17032790184021,3.1376140117645264,3.111987829208374,3.0914649963378906,3.078115463256836,5.814716339111328,6.0577311515808105,6.211909770965576,6.261214733123779,6.332415580749512,6.373106956481934,5.242671012878418,5.307676315307617,5.295378684997559,4.895316123962402,4.903621673583984,4.823055267333984,3.512744903564453,3.325535535812378,3.247589111328125,3.1894078254699707,3.1447203159332275,3.11484694480896,3.255814552307129,3.1945695877075195,3.2150840759277344,3.2150840759277344,3.2150840759277344,3.2150840759277344,6.028615474700928,6.269646167755127,6.427577018737793,6.493304252624512,6.493304252624512,6.493304252624512,5.464711666107178,5.854358673095703,5.788344383239746,5.726784706115723,5.734097003936768,5.693195819854736
