c4-sequential-1,c4-sequential-2,c4-sequential-3,c4-sequential-4,c4-sequential-5,c4-sequential-6,c4-sequential-7,c4-sequential-8
1.633673071861267,1.5991334915161133,1.570814847946167,1.5487565994262695,1.524926781654358,1.5088636875152588,1.4942322969436646,1.4849156141281128
