c4-sequential-1,c4-sequential-2,c4-sequential-3,c4-sequential-4,c4-sequential-5,c4-sequential-6,c4-sequential-7,c4-sequential-8
3.166234016418457,3.1344916820526123,3.120427370071411,3.1153242588043213,3.121516227722168,3.117952823638916,3.115856647491455,3.11784029006958
