c4-interleaved-1,c4-interleaved-2,c4-interleaved-3,c4-interleaved-4,c4-interleaved-5,c4-interleaved-6,c4-interleaved-7,c4-interleaved-8,c4-sequential-1,c4-sequential-2,c4-sequential-3,c4-sequential-4,c4-sequential-5,c4-sequential-6,c4-sequential-7,c4-sequential-8,c4-sequential-ewc-1,c4-sequential-ewc-2,c4-sequential-ewc-3,c4-sequential-ewc-4,c4-sequential-ewc-5,c4-sequential-ewc-6,c4-sequential-ewc-7,c4-sequential-ewc-8
2.514549970626831,1.7335551977157593,1.5776708126068115,1.4988946914672852,1.452954888343811,1.4190188646316528,1.3945064544677734,1.380771279335022,6.963973045349121,7.668368816375732,8.013834953308105,8.189127922058105,8.298539161682129,8.366484642028809,8.423649787902832,8.435834884643555,2.4077985286712646,2.455347776412964,2.3808517456054688,2.3828399181365967,2.3857336044311523,2.3404295444488525,2.3204078674316406,2.314666986465454
