c4-interleaved-1,c4-interleaved-2,c4-interleaved-3,c4-interleaved-4,c4-interleaved-5,c4-interleaved-6,c4-interleaved-7,c4-interleaved-8,c4-sequential-1,c4-sequential-2,c4-sequential-3,c4-sequential-4,c4-sequential-5,c4-sequential-6,c4-sequential-7,c4-sequential-8,c4-sequential-ewc-1,c4-sequential-ewc-2,c4-sequential-ewc-3,c4-sequential-ewc-4,c4-sequential-ewc-5,c4-sequential-ewc-6,c4-sequential-ewc-7,c4-sequential-ewc-8
2.184687614440918,1.6748727560043335,1.5366491079330444,1.4671940803527832,1.4208309650421143,1.3890259265899658,1.366028070449829,1.35173499584198,4.746524333953857,5.020852565765381,5.142472743988037,5.1646623611450195,5.183339595794678,5.209023952484131,5.214297771453857,5.217708110809326,3.007248878479004,3.029719114303589,3.046346426010132,2.930349349975586,2.8715286254882812,2.9038119316101074,2.903508186340332,2.8395590782165527
