c4-interleaved-1,c4-interleaved-2,c4-interleaved-3,c4-interleaved-4,c4-interleaved-5,c4-interleaved-6,c4-interleaved-7,c4-interleaved-8,c4-sequential-1,c4-sequential-2,c4-sequential-3,c4-sequential-4,c4-sequential-5,c4-sequential-6,c4-sequential-7,c4-sequential-8,c4-sequential-ewc-1,c4-sequential-ewc-2,c4-sequential-ewc-3,c4-sequential-ewc-4,c4-sequential-ewc-5,c4-sequential-ewc-6,c4-sequential-ewc-7,c4-sequential-ewc-8
3.265775442123413,3.1835949420928955,3.153047561645508,3.135296106338501,3.122041940689087,3.112816095352173,3.1058509349823,3.101285696029663,7.861557483673096,8.717007637023926,9.608627319335938,10.726702690124512,11.970922470092773,12.38757038116455,13.660137176513672,14.254536628723145,4.097397804260254,4.174680233001709,4.120952606201172,4.11025333404541,4.103438854217529,4.0961995124816895,4.077019691467285,4.0641560554504395
