c4-interleaved-1,c4-interleaved-2,c4-interleaved-3,c4-interleaved-4,c4-interleaved-5,c4-interleaved-6,c4-interleaved-7,c4-interleaved-8,c4-sequential-1,c4-sequential-2,c4-sequential-3,c4-sequential-4,c4-sequential-5,c4-sequential-6,c4-sequential-7,c4-sequential-8,c4-sequential-ewc-1,c4-sequential-ewc-2,c4-sequential-ewc-3,c4-sequential-ewc-4,c4-sequential-ewc-5,c4-sequential-ewc-6,c4-sequential-ewc-7,c4-sequential-ewc-8
3.180995225906372,3.1033565998077393,3.0739293098449707,3.0592665672302246,3.0468952655792236,3.0386180877685547,3.032038927078247,3.027256488800049,6.269931316375732,7.29258918762207,8.405725479125977,9.789969444274902,10.645110130310059,11.62873363494873,12.468462944030762,12.708779335021973,4.49560546875,4.486810684204102,4.507182598114014,4.439718246459961,4.413351535797119,4.364797115325928,4.387196063995361,4.307562828063965
