c5-interleaved-1,c5-interleaved-2,c5-interleaved-3,c5-interleaved-4,c5-interleaved-5,c5-interleaved-6,c5-interleaved2-1,c5-interleaved2-2,c5-interleaved2-3,c5-interleaved2-4,c5-interleaved2-5,c5-interleaved2-6,c5-sequential-1,c5-sequential-2,c5-sequential-3,c5-sequential-4,c5-sequential-5,c5-sequential-6,c5-sequential-ewc-1,c5-sequential-ewc-2,c5-sequential-ewc-3,c5-sequential-ewc-4,c5-sequential-ewc-5,c5-sequential-ewc-6
3.434103488922119,3.246612787246704,3.165282726287842,3.1178157329559326,3.085413932800293,3.0744166374206543,3.1528706550598145,3.1013035774230957,3.0753495693206787,3.0492117404937744,3.0364081859588623,3.0367112159729004,7.590547561645508,7.49434757232666,7.650730609893799,8.052400588989258,8.287759780883789,8.241884231567383,5.178422927856445,5.440165042877197,5.4885711669921875,5.420642375946045,5.391787528991699,5.338483810424805
