c5-interleaved-1,c5-interleaved-2,c5-interleaved-3,c5-interleaved-4,c5-interleaved-5,c5-interleaved-6,c5-sequential-1,c5-sequential-2,c5-sequential-3,c5-sequential-4,c5-sequential-5,c5-sequential-6,c5-sequential-ewc-1,c5-sequential-ewc-2,c5-sequential-ewc-3,c5-sequential-ewc-4,c5-sequential-ewc-5,c5-sequential-ewc-6
3.4351043701171875,3.2373039722442627,3.151101589202881,3.1045823097229004,3.0706610679626465,3.06040358543396,6.287491798400879,6.4959001541137695,6.563500881195068,6.779662132263184,7.031887531280518,7.109014511108398,17.14800262451172,18.041156768798828,18.847671508789062,19.431438446044922,19.510879516601562,19.42268943786621
