c5-interleaved-1,c5-interleaved-2,c5-interleaved-3,c5-interleaved-4,c5-interleaved-5,c5-interleaved-6,c5-interleaved2-1,c5-interleaved2-2,c5-interleaved2-3,c5-interleaved2-4,c5-interleaved2-5,c5-interleaved2-6,c5-sequential-1,c5-sequential-2,c5-sequential-3,c5-sequential-4,c5-sequential-5,c5-sequential-6,c5-sequential-ewc-1,c5-sequential-ewc-2,c5-sequential-ewc-3,c5-sequential-ewc-4,c5-sequential-ewc-5,c5-sequential-ewc-6
1.548140287399292,1.38637113571167,1.3186126947402954,1.279469609260559,1.2585259675979614,1.2483961582183838,1.3135802745819092,1.2644507884979248,1.2406938076019287,1.2258062362670898,1.2212883234024048,1.219042420387268,3.4306116104125977,3.7452285289764404,3.97605299949646,4.15144681930542,4.286471843719482,4.357789039611816,15.70232105255127,16.83252716064453,17.076303482055664,17.32979393005371,17.66364097595215,17.80432891845703
