c5-interleaved-1,c5-interleaved-2,c5-interleaved-3,c5-interleaved-4,c5-interleaved-5,c5-interleaved-6,c5-interleaved2-1,c5-interleaved2-2,c5-interleaved2-3,c5-interleaved2-4,c5-interleaved2-5,c5-interleaved2-6,c5-sequential-1,c5-sequential-2,c5-sequential-3,c5-sequential-4,c5-sequential-5,c5-sequential-6,c5-sequential-ewc-1,c5-sequential-ewc-2,c5-sequential-ewc-3,c5-sequential-ewc-4,c5-sequential-ewc-5,c5-sequential-ewc-6
3.8118011951446533,3.6232268810272217,3.5462427139282227,3.5017127990722656,3.4840288162231445,3.4712717533111572,3.565058708190918,3.520066976547241,3.4871110916137695,3.4877564907073975,3.471737861633301,3.4821224212646484,6.58843994140625,7.289327144622803,7.666530609130859,8.001672744750977,8.170217514038086,8.432112693786621,18.262449264526367,18.400558471679688,19.329280853271484,19.49913215637207,19.328096389770508,19.618064880371094
