c5-interleaved-1,c5-interleaved-2,c5-interleaved-3,c5-interleaved-4,c5-interleaved-5,c5-interleaved-6,c5-interleaved2-1,c5-interleaved2-2,c5-interleaved2-3,c5-interleaved2-4,c5-interleaved2-5,c5-interleaved2-6,c5-sequential-1,c5-sequential-2,c5-sequential-3,c5-sequential-4,c5-sequential-5,c5-sequential-6,c5-sequential-ewc-1,c5-sequential-ewc-2,c5-sequential-ewc-3,c5-sequential-ewc-4,c5-sequential-ewc-5,c5-sequential-ewc-6
3.7805392742156982,3.541322708129883,3.4332101345062256,3.367642641067505,3.323357343673706,3.3003756999969482,3.423508644104004,3.351292133331299,3.299893617630005,3.264503002166748,3.2393062114715576,3.2265329360961914,7.0366387367248535,7.605377674102783,7.855201721191406,8.272706985473633,8.459070205688477,8.607088088989258,17.276870727539062,17.92116355895996,18.092876434326172,18.37241554260254,18.12567138671875,18.520912170410156
