c1-interleaved-1,c1-interleaved-2,c1-interleaved-3,c1-interleaved-4,c1-interleaved-5,c1-interleaved-6,c1-interleaved2-1,c1-interleaved2-2,c1-interleaved2-3,c1-interleaved2-4,c1-interleaved2-5,c1-interleaved2-6,c1-sequential-1,c1-sequential-2,c1-sequential-3,c1-sequential-4,c1-sequential-5,c1-sequential-6,c1-sequential-ewc-1,c1-sequential-ewc-2,c1-sequential-ewc-3,c1-sequential-ewc-4,c1-sequential-ewc-5,c1-sequential-ewc-6
3.371018887,3.241440535,3.179389,3.138640881,3.111148119,3.093883514,3.1641244888305664,3.123156785964966,3.093681573867798,3.073622703552246,3.055877208709717,3.0452871322631836,5.137376308441162,5.282179355621338,5.349266529083252,5.366771697998047,5.4407854080200195,5.45272970199585,3.415949583053589,3.557698965072632,3.6676249504089355,3.6720669269561768,3.6503102779388428,3.6294891834259033
