c1-interleaved-1,c1-interleaved-2,c1-interleaved-3,c1-interleaved-4,c1-interleaved-5,c1-interleaved-6,c1-interleaved2-1,c1-interleaved2-2,c1-interleaved2-3,c1-interleaved2-4,c1-interleaved2-5,c1-interleaved2-6,c1-sequential-1,c1-sequential-2,c1-sequential-3,c1-sequential-4,c1-sequential-5,c1-sequential-6,c1-sequential-ewc-1,c1-sequential-ewc-2,c1-sequential-ewc-3,c1-sequential-ewc-4,c1-sequential-ewc-5,c1-sequential-ewc-6
6.080903053,4.652856827,2.804081678,2.582061768,2.478074312,2.438230515,1.954695701599121,1.8335422277450562,1.7557692527770996,1.6936969757080078,1.6468374729156494,1.6204041242599487,4.409494400024414,4.542870044708252,4.468973636627197,4.40592098236084,4.384160041809082,4.380434036254883,3.137848377227783,2.9856276512145996,2.9634761810302734,2.9829983711242676,2.9745428562164307,2.912665367126465
