c1-sequential-1,c1-sequential-2,c1-sequential-3,c1-sequential-4,c1-sequential-5,c1-sequential-6
2.066932439804077,1.9793000221252441,1.9172195196151733,1.869814157485962,1.8330599069595337,1.8144716024398804
